2023-07-13,10:18:25.726799,FPT TELECOM,-53,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:18:25.726799,WCCVL-NH,-75,5785000,7a:45:58:80:f7:6f:
2023-07-13,10:18:25.726799,WCCVL-NH,-68,2437000,78:45:58:80:f7:70:
2023-07-13,10:18:25.726799,BE GROUP L4,-90,5745000,40:ee:15:ab:2c:c4:
2023-07-13,10:18:25.726799,AX1800,-57,2442000,e8:81:75:18:44:64:
2023-07-13,10:18:25.726799,GIAU MONG TOI,-69,2427000,68:ff:7b:d8:47:4a:
2023-07-13,10:18:25.726799,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:18:25.726799,WUVL-VN3,-82,5200000,74:83:c2:12:9b:d7:
2023-07-13,10:18:25.726799,CTS-5GHZ.,-29,5180000,a4:85:7a:b1:05:8c:
2023-07-13,10:18:25.726799,HaleMalie_2G,-81,2462000,38:17:c3:28:dd:80:
2023-07-13,10:18:25.726799,HaleMalie_2G,-62,2437000,b0:b8:67:3b:da:20:
2023-07-13,10:18:25.726799,Cat Tuong,-56,2437000,d4:9a:a0:6d:28:38:
2023-07-13,10:24:19.991327,FPT TELECOM,-57,2412000,b8:3a:5a:e4:e2:02:
2023-07-13,10:24:19.991327,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:24:19.991327,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:24:19.991327,FPT TELECOM,-57,2412000,b8:3a:5a:e4:e2:02:
2023-07-13,10:24:19.991327,FPT TELECOM,-49,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:24:19.991327,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:24:19.991327,TuNH18,-72,2412000,86:d4:29:cd:db:c5:
2023-07-13,10:24:22.902088,FPT TELECOM,-50,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:24:22.902088,FPT TELECOM,-77,5745000,b8:3a:5a:e4:e7:f2:
2023-07-13,10:24:22.902088,FPT TELECOM,-49,2462000,b8:3a:5a:e5:83:c2:
2023-07-13,10:24:22.902088,FPT TELECOM,-57,2412000,b8:3a:5a:e4:e2:02:
2023-07-13,10:24:22.902088,CTS-5GHZ.,-29,5180000,a4:85:7a:b1:05:8c:
2023-07-13,10:24:22.902088,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:24:22.902088,FPT TELECOM,-50,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:24:22.902088,FPT TELECOM,-77,5745000,b8:3a:5a:e4:e7:f2:
2023-07-13,10:24:22.902088,FPT TELECOM,-49,2462000,b8:3a:5a:e5:83:c2:
2023-07-13,10:24:22.902088,FPT TELECOM,-57,2412000,b8:3a:5a:e4:e2:02:
2023-07-13,10:24:22.902088,ThatSon1,-85,5825000,06:0d:9e:17:8f:b1:
2023-07-13,10:24:22.902088,HaleLiveF1-5G,-86,5805000,76:83:c2:cb:ad:02:
2023-07-13,10:24:22.902088,WCCVL-NH,-74,5785000,7a:45:58:80:f7:6f:
2023-07-13,10:24:22.902088,WCCVL-NH,-67,2437000,78:45:58:80:f7:70:
2023-07-13,10:24:22.902088,PHONG DAO TAO 5G,-84,5765000,cc:d3:83:27:95:08:
2023-07-13,10:24:22.902088,BE GROUP L4,-91,5745000,40:ee:15:ab:2c:c4:
2023-07-13,10:24:22.902088,AX1800,-60,2442000,e8:81:75:18:44:64:
2023-07-13,10:24:22.902088,WUVL-VN3,-84,5200000,74:83:c2:12:9b:d7:
2023-07-13,10:24:22.902088,CTS-5GHZ.,-29,5180000,a4:85:7a:b1:05:8c:
2023-07-13,10:24:22.902088,HaleMalie_2G,-61,2462000,38:17:c3:26:36:e0:
2023-07-13,10:24:22.902088,CTS,-48,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:24:22.902088,TuNH18,-72,2412000,86:d4:29:cd:db:c5:
2023-07-13,10:26:02.915309,FPT TELECOM,-47,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:26:02.915309,CTS,-49,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:26:02.915309,HoangAnh,-80,2412000,04:18:d6:a9:3d:a3:
2023-07-13,10:26:02.915309,CTS,-49,2412000,a4:83:7a:b1:05:8c:
2023-07-13,10:26:02.915309,HaleMalie_2G,-79,2412000,38:17:c3:28:38:e0:
2023-07-13,10:26:02.915309,FPT TELECOM,-47,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:26:10.944279,FPT TELECOM,-52,2412000,b8:3a:5a:e5:27:82:
2023-07-13,10:26:10.944279,FPT TELECOM,-50,5260000,b8:3a:5a:e5:27:92:
2023-07-13,10:26:10.944279,CTS,-48,2412000,a4:83:7a:b1:05:8c:
